id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,description,photos
8683,Caesar's Palace,NES,501,Game only,Normal wear,,,
5851,Suikoden V,Playstation 2,10000,"Game, Box, Manual",Normal wear,,,
5021,Black,Playstation 2,1187,"Game, Box, Manual",Normal wear,,,
9857,Star Wars The Empire Strikes Back,NES,3012,Game only,Normal wear,,,
8614,Blades of Steel,NES,663,Game only,Normal wear,,,
4337,Crash Bandicoot 2 Cortex Strikes Back,Playstation,1499,"Game, Box, Manual",Normal wear,,,
6323,Kakuto Chojin,Xbox,1463,"Game, Box, Manual",Normal wear,,,
37623,Croc [Greatest Hits],Playstation,946,"Game, Box",Normal wear,,,
12533,Wrath of the Black Manta,NES,549,Game only,Normal wear,,,
12299,Kung Fu,NES,875,Game only,Normal wear,,,
7018,Mortal Kombat II,Super Nintendo,4975,"Game, Box, Manual",Normal wear,,,
12453,Super Off Road,NES,844,Game only,Normal wear,,,
4736,Scooby Doo Cyber Chase,Playstation,662,Game only,Normal wear,,,
3918,Star Fox 64,Nintendo 64,2699,"Game, Manual",Normal wear,,,
49946,Ratchet and Clank Up Your Arsenal [Greatest Hits],Playstation 2,1106,"Game, Box, Manual",Normal wear,,,
13716,Zapper Light Gun,NES,1224,Controller only,Normal wear,,,
15577,Video Pinball,Atari 2600,672,Game only,Normal wear,,,
3738,Deadly Arts,Nintendo 64,2163,Game only,Normal wear,,,
49868,Jak and Daxter The Precursor Legacy [Greatest Hits],Playstation 2,683,"Game, Box, Manual",Normal wear,,,
12356,Pinball Quest,NES,982,Game only,Normal wear,,,
5620,Onimusha 2,Playstation 2,714,"Game, Box, Manual",Normal wear,,,
19769,Bakugan Battle Brawlers,Playstation 2,537,"Game, Box",Normal wear,,,
6026,Xenosaga 2,Playstation 2,4518,"Game, Box, Manual",Normal wear,,,
6374,MechAssault,Xbox,459,Game only,Normal wear,,,
6154,Conker Live and Reloaded,Xbox,3189,"Game, Box",Normal wear,,,
49907,MX vs. ATV Unleashed [Greatest Hits],Playstation 2,419,Game only,Normal wear,,,
3196,Bloody Roar Primal Fury,Gamecube,3999,"Game, Box, Manual",Normal wear,,,
7511,Zoop,Super Nintendo,430,Game only,Normal wear,,,
3963,Wipeout,Nintendo 64,673,Game only,Normal wear,,,
40411,Atari 2600 Jr System,Atari 2600,4419,Console only,Normal wear,,,
5792,Soul Calibur II,Playstation 2,662,"Game, Box",Normal wear,,,
10037,Rainbow Six,Sega Dreamcast,549,Game only,Normal wear,,,
13193,Sega Dreamcast Console,Sega Dreamcast,6419,Console only,Normal wear,,,
12004,Ninja Gaiden II The Dark Sword of Chaos,NES,1199,Game only,Normal wear,,,
6944,Gradius III,Super Nintendo,1549,Game only,Normal wear,,,
19635,The Humans,Sega Genesis,649,Game only,Normal wear,,,
9654,Resident Evil 3 Nemesis,Sega Dreamcast,8118,"Game, Box, Manual",Normal wear,,,
12411,Shadowgate,NES,1150,Game only,Normal wear,,,
3382,Mario Power Tennis,Gamecube,3021,"Game, Box",Normal wear,,,
15271,Gunslinger,Atari 2600,597,Game only,Normal wear,,,
5933,Tomb Raider Angel of Darkness,Playstation 2,800,"Game, Box, Manual",Normal wear,,,
2988,Pokemon Yellow,GameBoy,2382,Game only,Normal wear,,,
5793,Soul Calibur III,Playstation 2,794,Game only,Normal wear,,,
4943,.hack Outbreak,Playstation 2,5584,"Game, Box, Manual",Normal wear,,,
5118,Destroy All Humans,Playstation 2,1022,"Game, Box, Manual",Normal wear,,,
3498,Rampage Total Destruction,Gamecube,1633,"Game, Box, Manual",Normal wear,,,
10157,Williams Arcade's Greatest Hits,Sega Genesis,1098,"Game, Box",Normal wear,,,
5969,Unreal Tournament,Playstation 2,776,"Game, Box, Manual",Normal wear,,,
14687,Animals,Sega CD,1940,"Game, Box, Manual",Normal wear,,,
5163,Dynasty Warriors 4,Playstation 2,869,"Game, Box, Manual",Normal wear,,greatest hits,
16381,Tecmo Super NBA Basketball,Super Nintendo,527,Game only,Normal wear,,,
7435,Rival Turf,Super Nintendo,1175,Game only,Normal wear,,,
7453,Street Fighter II,Super Nintendo,1395,Game only,Normal wear,,,
38021,3D WorldRunner [5 Screw],NES,687,Game only,Normal wear,,,
3546,Soul Calibur II,Gamecube,2400,"Game, Box, Manual",Normal wear,,,
3870,Pokemon Stadium,Nintendo 64,3090,"Game, Manual",Normal wear,,,
4777,Star Wars Episode I Jedi Power Battles,Playstation,1134,"Game, Box",Normal wear,,,
4345,Croc 2,Playstation,2224,"Game, Box, Manual",Normal wear,,,
37651,Metal Gear Solid [Greatest Hits],Playstation,1987,"Game, Box, Manual",Normal wear,,,
6954,Indiana Jones' Greatest Adventures,Super Nintendo,5757,"Game, Box, Manual",Normal wear,,,
3256,Donkey Konga 2,Gamecube,1566,"Game, Box, Manual",Normal wear,,,
6078,Baldur's Gate Dark Alliance,Xbox,2397,"Game, Box",Normal wear,,,
5283,Grand Theft Auto III,Playstation 2,721,"Game, Box, Manual",Normal wear,,,
10946,Streets of Rage 2,Sega Genesis,2000,Game only,Normal wear,,,
12262,Hogan's Alley,NES,847,Game only,Normal wear,,,
8823,Dead or Alive 2,Sega Dreamcast,2957,"Game, Box, Manual",Normal wear,,,
49959,Shrek 2 [Greatest Hits],Playstation 2,698,"Game, Box",Normal wear,,,
10065,Trickstyle,Sega Dreamcast,1038,"Game, Box, Manual",Normal wear,,,
5346,Indiana Jones and the Emperor's Tomb,Playstation 2,1160,"Game, Box, Manual",Normal wear,,,
5875,Teen Titans,Playstation 2,1429,"Game, Box, Manual",Normal wear,,,
12490,To the Earth,NES,486,Game only,Normal wear,,,
6971,Kirby Super Star,Super Nintendo,3700,Game only,Normal wear,,,
5332,Hot Shots Golf 3,Playstation 2,541,"Game, Box, Manual",Normal wear,,,
12543,Super Hang-On,Sega Genesis,947,Game only,Normal wear,,,
7238,Wing Commander,Super Nintendo,1012,"Game, Manual",Normal wear,,,
9640,Ready 2 Rumble Boxing,Sega Dreamcast,1240,Game only,Normal wear,,,
3806,Kirby 64: The Crystal Shards,Nintendo 64,3180,Game only,Normal wear,,,
3544,Sonic Mega Collection,Gamecube,1038,"Game, Box",Normal wear,,,
13819,Bulls Vs Blazers and the NBA Playoffs,Super Nintendo,354,Game only,Normal wear,,,
4600,Ms. Pac-Man Maze Madness,Playstation,1329,"Game, Box, Manual",Normal wear,,,
6631,Stubbs the Zombie,Xbox,10912,"Game, Box, Manual",Normal wear,,,
5928,Time Splitters,Playstation 2,1747,"Game, Box, Manual",Normal wear,,,
3234,Dance Dance Revolution Mario Mix,Gamecube,2951,"Game, Box, Manual",Normal wear,,,
12181,Alpha Mission,NES,700,Game only,Normal wear,,,
37630,Duke Nukem Time to Kill [Greatest Hits],Playstation,1097,"Game, Box, Manual",Normal wear,,,
13715,Power Glove,NES,2371,Controller only,Normal wear,,,
2456,Pokemon Fire Red,GameBoy Advance,3997,Game only,Normal wear,,,
11214,History Channel Civil War A Nation Divided,Playstation 2,1450,"Game, Box, Manual",New and Sealed,,,
10050,Tony Hawk,Sega Dreamcast,2031,"Game, Box, Manual",Normal wear,,,
5010,Batman Rise of Sin Tzu,Playstation 2,1202,"Game, Box",Normal wear,,,
9898,Super Spike Volleyball,NES,772,"Game, Manual",Normal wear,,,
2546,Sonic Advance,GameBoy Advance,1398,Game only,Normal wear,,,
15263,Golf,Atari 2600,483,Game only,Normal wear,,,
9779,Sonic Adventure,Sega Dreamcast,4723,"Game, Box, Manual",Normal wear,,,
9271,Madden NFL 96,Sega Genesis,490,Game only,Normal wear,,,
4978,Ape Escape 2,Playstation 2,2698,"Game, Box",Normal wear,,,
49969,Sonic Heroes [Greatest Hits],Playstation 2,899,"Game, Box, Manual",Normal wear,,,
3780,007 GoldenEye,Nintendo 64,6499,"Game, Box, Manual",Normal wear,,,
3540,Sonic Adventure 2 Battle,Gamecube,3638,"Game, Box, Manual",Normal wear,,,
8621,Bleach Shattered Blade,Wii,763,"Game, Box",Normal wear,,,
4769,Spyro the Dragon,Playstation,1874,"Game, Box, Manual",Normal wear,,,
3925,Super Smash Bros.,Nintendo 64,5034,"Game, Manual",Normal wear,,,
5372,Katamari Damacy,Playstation 2,1000,Game only,Normal wear,,,
9236,Legend of Zelda,NES,3879,"Game, Manual",Normal wear,,,
5773,Slim Playstation 2 System,Playstation 2,5920,Console only,Normal wear,,,
3821,Mario Party 3,Nintendo 64,1256,Manual only,Normal wear,,,
3869,Pokemon Snap,Nintendo 64,631,Manual only,Normal wear,,,
5357,Jak II,Playstation 2,899,"Game, Box, Manual",Normal wear,,,
15110,Asteroids,Atari 2600,470,Game only,Normal wear,,,
10421,ClayFighter,Super Nintendo,1037,Game only,Normal wear,,,
12747,Largo Winch,Playstation,404,"Game, Box, Manual",Normal wear,,,
21371,Super Mario Galaxy 2,Wii,2495,"Game, Box, Manual",Normal wear,,,
5901,The Matrix Path of Neo,Playstation 2,1704,"Game, Box, Manual",Normal wear,,,
11865,Super Smash Bros Brawl,Wii,1775,"Game, Box, Manual",Normal wear,,,
50047,Ty the Tasmanian Tiger [Greatest Hits],Playstation 2,975,"Game, Box, Manual",Normal wear,,,
14096,NFL Quarterback Club 98,Nintendo 64,654,"Game, Manual",Normal wear,,,
3586,Super Monkey Ball 2,Gamecube,2896,"Game, Manual",Normal wear,,,
4790,Suikoden,Playstation,6750,"Game, Box, Manual",Normal wear,,,
3465,P.N. 03,Gamecube,2846,"Game, Box",Normal wear,,,
5677,Ready 2 Rumble Boxing Round 2,Playstation 2,960,"Game, Box, Manual",Normal wear,,,
12248,Goal,NES,494,Game only,Normal wear,,,
12468,Teenage Mutant Ninja Turtles II,NES,2266,"Game, Manual",Normal wear,,,
5459,Metal Gear Solid 3 Snake Eater,Playstation 2,949,"Game, Box, Manual",Normal wear,,,
11984,Castlevania II Simon's Quest,NES,1075,Game only,Normal wear,,,
3954,Wave Race 64,Nintendo 64,1000,Game only,Normal wear,,,
5315,Harvest Moon Save the Homeland,Playstation 2,888,"Game, Box",Normal wear,,,
10133,Wall Street Kid,NES,1077,Game only,Normal wear,,,
36728,Chase,Atari 2600,632,Game only,Normal wear,,,
50781,Basketball [Tele Games],Atari 2600,1099,Game only,Normal wear,,,
12001,Mike Tyson's Punch-Out,NES,2199,Game only,Normal wear,,,
6157,Counter Strike,Xbox,590,"Game, Box, Manual",Normal wear,,,
7288,Captain America and the Avengers,Super Nintendo,1692,Game only,Normal wear,,,
4944,.hack Quarantine,Playstation 2,24227,"Game, Box, Manual",Normal wear,,,
2484,Red Gameboy Advance SP,GameBoy Advance,7560,"Console, Box, Manual",Normal wear,,,
12446,Strider,NES,3291,"Game, Box, Manual",Normal wear,,,
10589,Bully,Playstation 2,1419,"Game, Box",Normal wear,,,
12499,Track and Field II,NES,467,Game only,Normal wear,,,
12135,Commando,NES,787,Game only,Normal wear,,,
11082,Mercenaries 2 World in Flames,Playstation 2,739,"Game, Box, Manual",Normal wear,,,
4310,Castlevania Symphony of the Night,Playstation,9250,"Game, Box, Manual",Normal wear,,,
49890,Max Payne [Greatest Hits],Playstation 2,732,"Game, Box, Manual",Normal wear,,,
3595,Tarzan Untamed,Gamecube,702,"Game, Box, Manual",Normal wear,,,
9248,Little Mermaid,NES,1125,Game only,Normal wear,,,
4954,Ace Combat Zero,Playstation 2,2368,"Game, Box, Manual",Normal wear,,,
12219,Duck Tales,NES,1838,Game only,Normal wear,,,
12578,Army Men 3D,Playstation,694,"Game, Box, Manual",Normal wear,,,
12392,RoadBlasters,NES,661,Game only,Normal wear,,,
9708,Sega Genesis Console,Sega Genesis,2739,Console only,Normal wear,,,
50060,WWE Smackdown vs. Raw 2011 [Greatest Hits],Playstation 2,832,Game only,Normal wear,,,
5649,Prince of Persia Sands of Time,Playstation 2,699,"Game, Box, Manual",Normal wear,,,
4504,Jade Cocoon Story of the Tamamayu,Playstation,4977,"Game, Box, Manual",Normal wear,,,
6900,Donkey Kong Country,Super Nintendo,1944,Game only,Normal wear,,,
5445,Medal of Honor European Assault,Playstation 2,587,"Game, Box, Manual",Normal wear,,,
9731,Shenmue,Sega Dreamcast,3512,"Game, Box, Manual",Normal wear,,,
5396,Legacy of Kain Soul Reaver 2,Playstation 2,1548,"Game, Box, Manual",Normal wear,,,
12195,Bandai Golf Challenge Pebble Beach,NES,433,Game only,Normal wear,,,
5800,Spiderman 3,Playstation 2,972,"Game, Box, Manual",Normal wear,,,
38502,Wipeout [Long Box],Playstation,2049,"Game, Box, Manual",Normal wear,,,
6993,Mario Paint,Super Nintendo,2399,Game only,Normal wear,,,
3573,Star Wars Rogue Leader,Gamecube,1781,"Game, Box",Normal wear,,,
12656,Jeremy McGrath Supercross 98,Playstation,362,Game only,Normal wear,,,
40094,Madden Football 64,PAL Nintendo 64,980,Game only,Normal wear,,,
3308,Geist,Gamecube,2001,"Game, Box",Normal wear,,,
16235,NFL Football '94 Starring Joe Montana,Sega Genesis,476,Game only,Normal wear,,,
9007,Galahad,Sega Genesis,6494,"Game, Box, Manual",Normal wear,,,
37595,Resident Evil Director's Cut [Greatest Hits],Playstation,2424,"Game, Box, Manual",Normal wear,,,
5890,The Bouncer,Playstation 2,1790,"Game, Box, Manual",Normal wear,,,
5625,Orphen Scion of Sorcery,Playstation 2,874,"Game, Box, Manual",Normal wear,,,
3177,Batman Vengeance,Gamecube,975,"Game, Box, Manual",Normal wear,,,
52019,Donkey Kong [Coleco],Atari 2600,524,Game only,Normal wear,,,
3966,007 World Is Not Enough,Nintendo 64,501,Manual only,Normal wear,,,
5280,Gran Turismo 3,Playstation 2,499,"Game, Box, Manual",Normal wear,,,
4872,Twisted Metal 2,Playstation,1749,Game only,Normal wear,,,
5099,Dance Dance Revolution Max 2,Playstation 2,590,"Game, Box, Manual",Normal wear,,,
4779,Star Wars Phantom Menace,Playstation,1000,"Game, Box, Manual",Normal wear,,,
12875,Spin Jam,Playstation,378,"Game, Manual",Normal wear,,,
8992,Frogger,Sega Genesis,999,Game only,Normal wear,,,
3565,Spyro Enter the Dragonfly,Gamecube,1324,"Game, Box, Manual",Normal wear,,players choice,
5618,Okage Shadow King,Playstation 2,1799,"Game, Box, Manual",Normal wear,,,
50031,Splinter Cell [Greatest Hits],Playstation 2,647,"Game, Box, Manual",Normal wear,,,
6043,Zone of Enders,Playstation 2,886,"Game, Box, Manual",Normal wear,,,
6627,Street Fighter Anniversary,Xbox,942,"Game, Box",Normal wear,,,
5790,Sonic Mega Collection Plus,Playstation 2,821,"Game, Box, Manual",Normal wear,,,
20088,Game Boy Printer,GameBoy,3032,Accessory only,Normal wear,,,
15244,Frogger,Atari 2600,924,Game only,Normal wear,,,
5042,Burnout Revenge,Playstation 2,974,"Game, Box, Manual",Normal wear,,,
5687,Resident Evil Code Veronica X,Playstation 2,1074,"Game, Box, Manual",Normal wear,,,
7106,Star Fox,Super Nintendo,1200,Game only,Normal wear,,,
3788,Harvest Moon 64,Nintendo 64,1800,Manual only,Normal wear,,,
9566,Play Action Football,NES,636,"Game, Manual",Normal wear,,,
30788,Golden Sun: Dark Dawn,Nintendo DS,1895,"Game, Box, Manual",Normal wear,,,
5692,Return to Castle Wolfenstein,Playstation 2,1127,"Game, Box, Manual",Normal wear,,,
7019,Mortal Kombat 3,Sega Genesis,999,Game only,Normal wear,,,
6710,Unreal Championship,Xbox,542,"Game, Box, Manual",Normal wear,,,
6576,Silent Scope Complete,Xbox,1212,"Game, Box, Manual",Normal wear,,,
9221,Landstalker Treasures of King Nole,Sega Genesis,2117,Game only,Normal wear,,,
5987,Way of the Samurai,Playstation 2,1997,"Game, Box, Manual",Normal wear,,,
3819,Mario Party,Nintendo 64,895,Manual only,Normal wear,,,
5014,Beyond Good and Evil,Playstation 2,1419,"Game, Box, Manual",Normal wear,,,
4286,Brunswick Circuit Pro Bowling 2,Playstation,900,"Game, Box, Manual",Normal wear,,,
12006,Punch-Out,NES,1426,Game only,Normal wear,,,
6494,Oddworld Munch's Oddysee,Xbox,799,"Game, Box, Manual",Normal wear,,,
7391,Monster House,Gamecube,714,"Game, Box, Manual",Normal wear,,,
5671,Ratchet Deadlocked,Playstation 2,979,"Game, Box",Normal wear,,,
10781,Drakengard,Playstation 2,2847,Game only,Normal wear,,,
12489,Time Lord,NES,625,Game only,Normal wear,,,
4628,Nicktoons Racing,Playstation,2073,"Game, Box, Manual",Normal wear,,,
12280,Jordan vs Bird One on One,NES,933,"Game, Manual",Normal wear,,,
5016,Big Mutha Truckers,Playstation 2,713,"Game, Box, Manual",Normal wear,,,
8970,Final Fantasy,NES,2049,Game only,Normal wear,,,
12157,Dick Tracy,NES,857,Game only,Normal wear,,,
12208,Double Dragon II,NES,999,Game only,Normal wear,,,
4624,Need for Speed 3 Hot Pursuit,Playstation,597,Game only,Normal wear,,,
49840,Final Fantasy X-2 [Greatest Hits],Playstation 2,809,"Game, Box, Manual",Normal wear,,,
5817,Spyro Enter the Dragonfly,Playstation 2,1312,"Game, Box",Normal wear,,,
49823,Disgaea Hour of Darkness [Greatest Hits],Playstation 2,730,"Game, Box, Manual",Normal wear,,,
14129,Metal Gear Solid Essential Collection,Playstation 2,3464,"Game, Box, Manual",Normal wear,,,
15344,Missile Command,Atari 2600,467,Game only,Normal wear,,,
6207,Elder Scrolls III Morrowind,Xbox,1082,"Game, Box",Normal wear,,,
12116,Burgertime,NES,1200,Game only,Normal wear,,,
6025,Xenosaga,Playstation 2,2897,"Game, Box, Manual",Normal wear,,,
3902,Shadow Man,Nintendo 64,1275,Game only,Normal wear,,,
8626,Blue Stinger,Sega Dreamcast,3002,"Game, Box, Manual",Normal wear,,,
12263,Hoops,NES,226,Game only,Normal wear,,,
3325,Harvest Moon A Wonderful Life,Gamecube,2176,"Game, Box",Normal wear,,,
37768,Driver [Greatest Hits],Playstation,891,"Game, Box, Manual",Normal wear,,,
12459,Swords and Serpents,NES,723,Game only,Normal wear,,,
12471,The Goonies II,NES,881,Game only,Normal wear,,,
4984,Armored Core 2,Playstation 2,850,"Game, Box, Manual",Normal wear,,,
4643,Parasite Eve,Playstation,3269,"Game, Box",Normal wear,,,
10098,Urban Strike,Sega Genesis,875,Game only,Normal wear,,,
6031,XIII,Playstation 2,973,"Game, Box, Manual",Normal wear,,,
40353,Army Men Sarge's Heroes 2 [Gray Cart],Nintendo 64,1300,Game only,Normal wear,,,
9163,James Pond 2 Codename Robocod,Sega Genesis,967,Game only,Normal wear,,,
8706,Castlevania III Dracula's Curse,NES,3173,Game only,Normal wear,,,
9719,Separation Anxiety,Sega Genesis,2182,Game only,Normal wear,,,
7386,Metroid Prime 3 Corruption,Wii,1298,"Game, Box, Manual",Normal wear,,,
3568,SSX Tricky,Gamecube,2497,"Game, Box, Manual",Normal wear,,,
6894,Contra III The Alien Wars,Super Nintendo,3546,Game only,Normal wear,,,
5944,Top Gun Combat Zones,Playstation 2,407,"Game, Box, Manual",Normal wear,,,
2366,Mega Man Zero 2,GameBoy Advance,1650,Game only,Normal wear,,,
6936,F-Zero,Super Nintendo,1213,Game only,Normal wear,,,
3591,Tak 2 The Staff of Dreams,Gamecube,747,"Game, Box",Normal wear,,,
5880,Tekken Tag Tournament,Playstation 2,899,"Game, Box, Manual",Normal wear,,,
4338,Crash Bandicoot Warped,Playstation,1440,"Game, Box, Manual",Normal wear,,,
15343,Miniature Golf,Atari 2600,519,Game only,Normal wear,,,
4615,NASCAR Thunder 2002,Playstation,306,Game only,Normal wear,,,
9966,Tetris 2,NES,904,Game only,Normal wear,,,
3856,NHL 99,Nintendo 64,1036,"Game, Manual",Normal wear,,,
4874,Twisted Metal 4,Playstation,1844,"Game, Box, Manual",Normal wear,,,
49813,Dave Mirra Freestyle BMX 2 [Greatest Hits],Playstation 2,692,"Game, Box, Manual",Normal wear,,,
5731,Secret Weapons Over Normandy,Playstation 2,702,"Game, Box, Manual",Normal wear,,,
8776,Crazy Taxi,Sega Dreamcast,2320,"Game, Box, Manual",Normal wear,,,
3637,Vexx,Gamecube,1514,"Game, Box",Normal wear,,,
10040,Tomb Raider Chronicles,Sega Dreamcast,799,Game only,Normal wear,,,
5870,Tak 2 The Staff of Dreams,Playstation 2,643,"Game, Box",Normal wear,,,
9803,Space Shuttle,NES,1997,Game only,Normal wear,,,
49805,Crash Bandicoot The Wrath of Cortex [Greatest Hits],Playstation 2,1300,"Game, Box, Manual",Normal wear,,,
7087,Side Pocket,Super Nintendo,1019,Game only,Normal wear,,,
5697,Risk Global Domination,Playstation 2,794,"Game, Box, Manual",Normal wear,,,
3476,Pikmin 2,Gamecube,6510,"Game, Box",Normal wear,,Players choice,
3383,Mario Superstar Baseball,Gamecube,3374,"Game, Box",Normal wear,,,
9524,Panzer Dragoon,Sega Saturn,8154,"Game, Box, Manual",Normal wear,,,
3742,Donkey Kong 64,Nintendo 64,6100,"Game, Box, Manual",Normal wear,,,
8731,Choro Q,Playstation 2,1172,"Game, Box, Manual",Normal wear,,,
6840,Alien 3,Super Nintendo,2733,"Game, Manual",Normal wear,,,
3187,Bionicle,Gamecube,584,"Game, Box",Normal wear,,,
49873,Rise to Honor [Greatest Hits],Playstation 2,503,"Game, Box",Normal wear,,,
9717,SEGA Smash Pack Volume 1,Sega Dreamcast,1408,"Game, Box, Manual",Normal wear,,,
3326,Harvest Moon Another Wonderful Life,Gamecube,2625,Game only,Normal wear,,,
7368,Kirby's Dream Course,Super Nintendo,2501,Game only,Normal wear,,,
4494,Incredible Crisis,Playstation,4883,"Game, Box, Manual",Normal wear,,,
5841,Street Fighter EX3,Playstation 2,1405,"Game, Box",Normal wear,,,
37664,Rayman [Greatest Hits],Playstation,1289,"Game, Box, Manual",Normal wear,,,
5442,Max Payne 2 Fall of Max Payne,Playstation 2,1049,"Game, Box, Manual",Normal wear,,,
3475,Pikmin,Gamecube,4470,"Game, Box, Manual",Normal wear,,,
4214,Ape Escape,Playstation,4103,"Game, Box, Manual",Normal wear,,,
3178,Battalion Wars,Gamecube,2197,"Game, Box, Manual",Normal wear,,,
8839,Desert Strike Return to the Gulf,Sega Genesis,793,Game only,Normal wear,,,
7153,Super Star Wars,Super Nintendo,3899,"Game, Box, Manual",Normal wear,,,
